Title,Link
Netentsec.NS-ASG.deletemacbind.SQL.Injection,/encyclopedia/ips/56011
Netentsec.NS-ASG.list_crl_conf.SQL.Injection,/encyclopedia/ips/56013
Netentsec.NS-ASG.list_onlineuser.SQL.Injection,/encyclopedia/ips/56032
Netentsec.NS-ASG.add_ikev2.SQL.Injection,/encyclopedia/ips/56000
Xiaomi.Mi.AX9000.Devices.appid.Command.Injection,/encyclopedia/ips/55622
Uniview.NVR301-04S2-P4.System.Security.Login.XSS,/encyclopedia/ips/55997
Delta.Electronics.DX-2100-L1-CN.Urlfilter.XSS,/encyclopedia/ips/55982
Netentsec.NS-ASG.config_MT.SQL.Injection,/encyclopedia/ips/55978
Netentsec.NS-ASG.uploadiscuser.SQL.Injection,/encyclopedia/ips/55979
Netentsec.NS-ASG.protocol.index.php.IPAddr.SQL.Injection,/encyclopedia/ips/55967
Campbell.Scientific.CSI.Web.Server.expr.Path.Traversal,/encyclopedia/ips/55931
Yealink.VoIP.Phone.servlet.model.CRLF.Injection,/encyclopedia/ips/55896
Yealink.VoIP.Phone.servlet.model.XSS,/encyclopedia/ips/55897
Axis.Camera.view.shtml.XSS,/encyclopedia/ips/55819
MS.Windows.Cloud.Driver.CVE-2024-30034.Information.Disclosure,/encyclopedia/ips/55725
MikroTik.RouterOS.SMB.Service.DoS,/encyclopedia/ips/55840
Teradek.Slice.FriendlyName.XSS,/encyclopedia/ips/55845
Optergy.Proton.and.Enterprise.showReset.Information.Disclosure,/encyclopedia/ips/55776
Optergy.Proton.and.Enterprise.updating.jsp.Open.Redirect,/encyclopedia/ips/55779
Connectize.AC21000.G6.getPingResult.Command.Injection,/encyclopedia/ips/55731
TBK.DVR.SOSTREAMAX.Command.Injection,/encyclopedia/ips/55717
Digital.Watchdog.MEGApix.Bia_oneshot.XSS,/encyclopedia/ips/55253
Imomobile.VH510.formDOMAINBLK.BlkDomain.Buffer.Overflow,/encyclopedia/ips/55437
Drobo.5N2.DroboAccess.Delete_user.XSS,/encyclopedia/ips/55587
Drobo.5N2.DroboAccess.XSS,/encyclopedia/ips/55586
H3C.Magic.Devices.EditSTList.Buffer.Overflow,/encyclopedia/ips/54893
MISP.Event.Graph.Tag.Name.Stored.XSS,/encyclopedia/ips/55707
Chiyu.cgi.CVE-2021-31252.Open.Redirect,/encyclopedia/ips/55531
Chiyu.if.cgi.CVE-2021-31642.DoS,/encyclopedia/ips/55532
MS.Visual.Studio.Code.VSIX.Extension.Malicious.Shell,/encyclopedia/ips/55638
PHP.Cookie.Handling.CVE-2024-2756.Security.Bypass,/encyclopedia/ips/55610
Treasure.Data.Digdag.getFile.Path.Traversal,/encyclopedia/ips/55595
Chiyu.CVE-2021-31249.CRLF.Code.Injection,/encyclopedia/ips/55523
JetBrains.TeamCity.Agent.Distribution.CVE-2024-31138.Stored.XSS,/encyclopedia/ips/55536
Node.js.n8n.CVE-2023-27562.Path.Traversal,/encyclopedia/ips/55537
SalesAgility.SuiteCRM.Path.Traversal,/encyclopedia/ips/54904
Apple.WebKit.QuickTimePluginReplacement.Use.After.Free,/encyclopedia/ips/55491
Google.Chrome.CVE-2021-37976.Information.Disclosure,/encyclopedia/ips/55492
Maipu.MP1800X.formDeviceVerGet.Information.Disclosure,/encyclopedia/ips/55444
Nortek.Linear.eMerge.E3.CardFormatNo.XSS,/encyclopedia/ips/55416
LG.LED.Assistant.thumbnail.Arbitrary.File.Upload,/encyclopedia/ips/55441
Nortek.Linear.eMerge.E3.Badge.Template.XSS,/encyclopedia/ips/55456
Thomson.TCW710.RGFirewallEL.XSS,/encyclopedia/ips/55261
Thomson.TCW710.RgDdns.XSS,/encyclopedia/ips/55258
Thomson.TCW710.RgDhcp.XSS,/encyclopedia/ips/55256
Thomson.TCW710.RgTime.XSS,/encyclopedia/ips/55260
Thomson.TCW710.RgUrlBlock.XSS,/encyclopedia/ips/55255
Thomson.TCW710.WlanPrimaryNetwork.XSS,/encyclopedia/ips/55262
EmbedThis.Appweb.Empty.Range.Header.DoS,/encyclopedia/ips/55380
Palo.Alto.Networks.GlobalProtect.Portal.Login.Page.XSS,/encyclopedia/ips/55345
Palo.Alto.Networks.PAN-OS.Management.Interface.ExtJS.Flash.XSS,/encyclopedia/ips/55344
Palo.Alto.Networks.PAN-OS.Management.Interface.Upload.File.DoS,/encyclopedia/ips/55347
AsyncSSH.UserAuth.Request.Message.Session.Redirect,/encyclopedia/ips/55248
MS.WordPad.CVE-2023-36563.Information.Disclosure,/encyclopedia/ips/55238
TIBCO.JasperReports.Library.Path.Traversal,/encyclopedia/ips/55108
Google.Chrome.PopupBlocker.Security.Bypass,/encyclopedia/ips/54922
Tenda.AC10U.formSetDeviceName.Buffer.Overflow,/encyclopedia/ips/54842
Tenda.AC10U.formSetVirtualSer.Buffer.Overflow,/encyclopedia/ips/54844
Tenda.Devices.PPPOEPassword.Buffer.Overflow,/encyclopedia/ips/54840
Tenda.Devices.fromDhcpListClient.Buffer.Overflow,/encyclopedia/ips/54859
Google.Chrome.Reaper.window.history.DoS,/encyclopedia/ips/54846
Zimbra.Collaboration.Error.Code.XSS,/encyclopedia/ips/54854
Google.Chrome.performance.API.res.Information.Disclosure,/encyclopedia/ips/54819
Allegra.GanttAndSchExportAction.Path.Traversal,/encyclopedia/ips/54786
AsyncSSH.Extension.Info.Message.Extension.Downgrade,/encyclopedia/ips/54744
VMware.Aria.Operations.for.Networks.Login.Banner.Stored.XSS,/encyclopedia/ips/54775
Google.Chrome.Autofill.CVE-2021-21215.Security.UI.Spoofing,/encyclopedia/ips/54709
Roundcube.Webmail.rcube_string_replacer.XSS,/encyclopedia/ips/54673
OpenSSH.Terrapin.Attack,/encyclopedia/ips/54577
GStreamer.gst-plugins-good.gstflacparse.Integer.Overflow,/encyclopedia/ips/54541
Netgate.pfSense.status_logs_filter_dynamic.php.Reflected.XSS,/encyclopedia/ips/54543
WordPress.wp_lang.Path.Traversal,/encyclopedia/ips/54545
Apple.Safari.WebKit.parent-tab.processing.XSS,/encyclopedia/ips/54539
GStreamer.RealMedia.rmdemux.Integer.Overflow,/encyclopedia/ips/54536
quic-go.Crypto.Ack.Nil.Pointer.DoS,/encyclopedia/ips/54531
Linux.Kernel.ksmbd.Compounded.Session.Information.Disclosure,/encyclopedia/ips/54512
Qlik.Sense.qmc.Path.Traversal,/encyclopedia/ips/54477
PTC.Codebeamer.ALM.errorHandler.Reflected.XSS,/encyclopedia/ips/54421
Directus.File.Collection.Import.SSRF,/encyclopedia/ips/54414
FortiOS.webUI.JSON.params.DoS,/encyclopedia/ips/54415
JumpServer.SessionViewSet.Authentication.Bypass,/encyclopedia/ips/54385
XWiki.User.Profile.Stored.XSS,/encyclopedia/ips/54350
Sielco.Radio.Link.FM.Transmitters.Privilege.Escalation,/encyclopedia/ips/54337
Roundcube.Webmail.rcube_washtml.php.XSS,/encyclopedia/ips/54306
Sinilink.XY-WFT1.CVE-2022-43704.Authentication.Bypass,/encyclopedia/ips/54307
Hikvision.Access.Control.Intercom.update.Authentication.Bypass,/encyclopedia/ips/54299
PyTorch.Model.Server.Insecure.Remote.MAR.File.Download.Request,/encyclopedia/ips/54226
SAP.BSP.Test.Application.it00.ApplicationURL.Open.Redirect,/encyclopedia/ips/54178
Apache.Tomcat.FormAuthenticator.Open.Redirect,/encyclopedia/ips/54103
FG-VD-53974.0day,/encyclopedia/ips/53974
FG-VD-53990.0day,/encyclopedia/ips/53990
Suprema.BioStar.2.search_month.values.SQL.Injection,/encyclopedia/ips/53838
FortiOS.Guest.Management.XSS,/encyclopedia/ips/53704
Zimbra.Collaboration.momoveto.XSS,/encyclopedia/ips/53730
JetBrains.TeamCity.Copy.Build.Step.Reflected.XSS,/encyclopedia/ips/53668
Pi-Hole.AdminLTE.phpqueryads.Unauthorized.Access,/encyclopedia/ips/53602
Juniper.Networks.Junos.OS.J-Web.Authentication.Bypass,/encyclopedia/ips/53595
Linux.Kernel.ksmbd.Module.ksmbd_tcp_readv.Function.DoS,/encyclopedia/ips/53585
H2.Web.Interface.Create.Alias.Remote.Code.Execution,/encyclopedia/ips/53572
LibreNMS.Ports.list.inc.php.Reflected.XSS,/encyclopedia/ips/53578
FortiOS.SSL.VPN.Proxy.Null.Pointer.Dereference.DoS,/encyclopedia/ips/53472
Advantech.WebAccess.LogPg.asp.SQL.Injection,/encyclopedia/ips/53556
Advantech.WebAccess.Quality.asp.SQL.Injection,/encyclopedia/ips/53560
FortiOS.SSL.VPN.CVE-2023-36641.Memory.Corruption,/encyclopedia/ips/53481
GE.MDS.PulseNET.File.Name.Information.Disclosure,/encyclopedia/ips/53553
WordPress.Forminator.Plugin.Reflected.XSS,/encyclopedia/ips/53548
Unified.Automation.UaGateway.ImportCsv.DoS,/encyclopedia/ips/53529
HPE.IMC.GWT-RPC.Directory.Deletion.DoS,/encyclopedia/ips/53524
Roundcube.Webmail.str_replacement.XSS,/encyclopedia/ips/53514
Trend.Micro.SafeSync.change_policy.SQL.Injection,/encyclopedia/ips/53517
Zabbix.Geomap.Stored.XSS,/encyclopedia/ips/53478
FG-VD-53449.0day,/encyclopedia/ips/53449
Foxit.Reader.and.PhantomPDF.Annotation.destroy.Use.After.Free,/encyclopedia/ips/53447
SonicWall.GMS.Analytics.performDownloadTask.Path.Traversal,/encyclopedia/ips/53439
Trend.Micro.InterScan.WS.VA.LogDelete.Path.Traversal,/encyclopedia/ips/53430
PepperlFuchs.IO-Link.Master.Null.Pointer.Dereference.DoS,/encyclopedia/ips/52983
TouchDown.TimesheetTracking.CalendarView.Stored.XSS,/encyclopedia/ips/52874
Trend.Micro.InterScan.Messaging.pictureName.Path.Traversal,/encyclopedia/ips/53425
Serenity.StartSharp.ImageUploadEditor.Arbitrary.File.Upload,/encyclopedia/ips/53403
Arris.DG3450.Cable.Gateway.https_redirect.Reflected.XSS,/encyclopedia/ips/53395
Trend.Micro.SafeSync.countAdMembers.SQL.Injection,/encyclopedia/ips/53391
UCanCode.E-XD++.VES.FlashShape.Memory.Corruption,/encyclopedia/ips/53383
UCanCode.E-XD++.VES.InsertShapePoint.Memory.Corruption,/encyclopedia/ips/53384
UCanCode.E-XD++.VES.StartRichTextEdit.Memory.Corruption,/encyclopedia/ips/53382
WordPress.Beautiful.Cookie.Consent.Banner.CVE-2023-3388.XSS,/encyclopedia/ips/53379
Contec.CONPROSYS.HMI.System.CVE-2023-28651.Stored.XSS,/encyclopedia/ips/53367
Trend.Micro.Control.Manager.Reporting.SQL.Injection,/encyclopedia/ips/53366
MS.Exchange.PowerShell.Remoting.Insecure.Deserialization,/encyclopedia/ips/53359
Franklin.Fueling.Systems.EVO.550.Information.Disclosure,/encyclopedia/ips/53354
GitLab.CE.EE.Merge.Requests.XSS,/encyclopedia/ips/53348
JetBrains.TeamCity.NuGet.Feed.Page.Stored.XSS,/encyclopedia/ips/53337
OpenEMR.Admin.edit_globals.php.Application.Title.Stored.XSS,/encyclopedia/ips/53344
Trend.Micro.Control.Manager.CCGIServlet.SQL.Injection,/encyclopedia/ips/53346
Trend.Micro.Control.Manager.modDLPViolation.Path.Traversal,/encyclopedia/ips/53338
Foxit.Reader.and.PhantomPDF.Information.Disclosure,/encyclopedia/ips/53333
Siemens.SIMATIC.S7-1200.CPU.filtervalue.XSS,/encyclopedia/ips/53330
SolarWinds.NPM.SqlFileScript.Insecure.Deserialization,/encyclopedia/ips/53314
Git.Patch.Reject.Arbitrary.File.Write,/encyclopedia/ips/53301
UCanCode.E-XD.Visualization.TKDRAWCAD.Remote.Code.Execution,/encyclopedia/ips/53304
UCanCode.E-XD.Visualization.TKGIS.Remote.Code.Execution,/encyclopedia/ips/53303
UCanCode.E-XD.Visualization.UCCDIAGRAM.Remote.Code.Execution,/encyclopedia/ips/53308
UCanCode.E-XD.Visualization.UCCDRAW.Remote.Code.Execution,/encyclopedia/ips/53311
UCanCode.E-XD.Visualization.UCCHMI.Remote.Code.Execution,/encyclopedia/ips/53307
UCanCode.E-XD.Visualization.UCCPRINT.Remote.Code.Execution,/encyclopedia/ips/53305
UCanCode.E-XD.Visualization.UCCSIMPLE.Remote.Code.Execution,/encyclopedia/ips/53309
UCanCode.E-XD.Visualization.UCCUML.Remote.Code.Execution,/encyclopedia/ips/53306
UCanCode.E-XD.Visualization.UCCVIEWER.Remote.Code.Execution,/encyclopedia/ips/53310
Adobe.InDesign.CVE-2023-29309.Memory.Leak,/encyclopedia/ips/53283
Adobe.InDesign.CVE-2023-29310.Memory.Leak,/encyclopedia/ips/53287
Adobe.InDesign.CVE-2023-29311.Memory.Leak,/encyclopedia/ips/53286
Adobe.InDesign.CVE-2023-29312.Memory.Leak,/encyclopedia/ips/53284
Adobe.InDesign.CVE-2023-29313.Memory.Leak,/encyclopedia/ips/53294
Adobe.InDesign.CVE-2023-29314.Memory.Leak,/encyclopedia/ips/53293
Adobe.InDesign.CVE-2023-29315.Memory.Leak,/encyclopedia/ips/53288
Adobe.InDesign.CVE-2023-29316.Memory.Leak,/encyclopedia/ips/53292
Adobe.InDesign.CVE-2023-29317.Memory.Leak,/encyclopedia/ips/53285
Adobe.InDesign.CVE-2023-29318.Memory.Leak,/encyclopedia/ips/53291
Adobe.InDesign.CVE-2023-29319.Memory.Leak,/encyclopedia/ips/53290
ManageEngine.ADSelfService.Plus.App.Authentication.DoS,/encyclopedia/ips/53297
DrayTek.Vigor2960.mainfunction.option.Information.Disclosure,/encyclopedia/ips/53113
JetBrains.TeamCity.GitLab.Connection.Stored.XSS,/encyclopedia/ips/53278
KaiOStech.KaiOS.getCallLogList.Information.Disclosure,/encyclopedia/ips/53106
WordPress.Limit.Login.Attempts.Plugin.Stored.XSS,/encyclopedia/ips/53121
Linux.Kernel.ksmbd.SMB2_TREE_CONNECT.Handling.DoS,/encyclopedia/ips/53105
LibreNMS.UserController.php.Username.Stored.XSS,/encyclopedia/ips/53100
LibreNMS.Bills.Information.Stored.XSS,/encyclopedia/ips/52952
JetBrains.TeamCity.Perforce.Connection.Stored.XSS,/encyclopedia/ips/52950
JetBrains.TeamCity.SSH.keys.page.Stored.XSS,/encyclopedia/ips/52939
pgAdmin.Import.Servers.Path.Traversal,/encyclopedia/ips/52914
ManageEngine.Applications.Manager.CVE-2023-28341.XSS,/encyclopedia/ips/52901
Apache.Zeppelin.WebsocketEventFactory.Stored.XSS,/encyclopedia/ips/52850
Delta.Electronics.DIAEnergie.PostEnergyType.Stored.XSS,/encyclopedia/ips/52333
ManageEngine.ServiceDesk.Plus.Embed.Video.Link.Stored.XSS,/encyclopedia/ips/52843
GitLab.CE.EE.Kroki.Diagram.XSS,/encyclopedia/ips/52820
ManageEngine.ServiceDesk.Plus.Releases.Status.Comments.XSS,/encyclopedia/ips/52810
Samsung.Galaxy.AppStore.JavaScript.Remote.Code.Execution,/encyclopedia/ips/52792
WordPress.Metform.Elementor.Plugin.form-data.php.Stored.XSS,/encyclopedia/ips/52768
JetBrains.TeamCity.avatar.tag.Stored.XSS,/encyclopedia/ips/52750
ETAP.Safety.Manager.Unauthenticated.Reflected.XSS,/encyclopedia/ips/52741
Joplin.MdToHtml.XSS,/encyclopedia/ips/52738
WordPress.Paid.Memberships.Pro.Plugin._getCheckoutButton.XSS,/encyclopedia/ips/52736
Delta.Controls.enteliTOUCH.hmi_userconfig.asp.XSS,/encyclopedia/ips/52737
Grafana.Labs.Grafana.GeoMap.attribution.Stored.XSS,/encyclopedia/ips/52729
Netgate.pfSense.firewall_alias.php.Stored.XSS,/encyclopedia/ips/52734
WordPress.Quick.Event.Manager.Plugin.CVE-2023-23491.XSS,/encyclopedia/ips/52569
Jenkins.Pipeline.Build.Step.Plugin.Job.Name.Stored.XSS,/encyclopedia/ips/52717
Moxa.SDS-3008.switch_contact.Stored.XSS,/encyclopedia/ips/52701
Moxa.SDS-3008.switch_description.Stored.XSS,/encyclopedia/ips/52700
Moxa.SDS-3008.webLocationMessage_text.Stored.XSS,/encyclopedia/ips/52695
GitLab.CE.EE.Label.Color.XSS,/encyclopedia/ips/52683
B&R.Systems.Diagnostics.Manager.sdm.XSS,/encyclopedia/ips/52673
GitLab.CE.EE.CVE-2022-3486.Open.Redirect,/encyclopedia/ips/52670
GitLab.CE.EE.Jira.Connect.Integration.Reflected.XSS,/encyclopedia/ips/52668
GitLab.CE.EE.Wiki.Changes.XSS,/encyclopedia/ips/52669
LibreNMS.DeviceGroupController.Name.Stored.XSS,/encyclopedia/ips/52649
dotCMS._fixconflictsfromremote.Path.Traversal,/encyclopedia/ips/52647
TerraMaster.TOS.api.php.Information.Disclosure,/encyclopedia/ips/52640
ImageMagick.PNG.Image.Multiple.Vulnerabilities,/encyclopedia/ips/52627
OpenEMR.eye_mag_functions.php.Reflected.XSS,/encyclopedia/ips/52606
OpenEMR.new.php.File.Inclusion,/encyclopedia/ips/52614
WordPress.Plugin.WP.Helper.Lite.SurveySubmit.XSS,/encyclopedia/ips/52603
EticTelecom.RAW-EW.CSRF,/encyclopedia/ips/52584
InHand.Networks.InRouter.615.Config.DoS,/encyclopedia/ips/52580
InHand.Networks.InRouter.615.IPSEC.XSS,/encyclopedia/ips/52582
InHand.Networks.InRouter.615.VPN.XSS,/encyclopedia/ips/52581
Delta.Electronics.DIAEnergie.SetPF.Stored.XSS,/encyclopedia/ips/52578
WordPress.Login.With.Phone.Number.Plugin.CVE-2023-23492.XSS,/encyclopedia/ips/52573
Delta.Electronics.DIAEnergie.InsertReg.Stored.XSS,/encyclopedia/ips/52568
Splunk.Enterprise.REST.Information.Disclosure,/encyclopedia/ips/52518
VMware.vCenter.Server.SsoOverRestVerifierUtil.DoS,/encyclopedia/ips/52508
Node.js.llhttp.Module.CVE-2022-32215.HTTP.Request.Smuggling,/encyclopedia/ips/52469
Lansweeper.lansweeper.GetTemplateAttachment.Path.Traversal,/encyclopedia/ips/52457
Net-SNMP.ip_scalars.NULL.Pointer.DoS,/encyclopedia/ips/52418
LibreNMS.Notifications.Title.Stored.XSS,/encyclopedia/ips/52430
Splunk.Enterprise.radio.html.Reflected.XSS,/encyclopedia/ips/52425
Delta.Electronics.DIAEnergie.PutShift.Stored.XSS,/encyclopedia/ips/52419
Splunk.Enterprise.Data.Model.Stored.XSS,/encyclopedia/ips/52332
Delta.Electronics.DIAEnergie.PutLineMessageSetting.Stored.XSS,/encyclopedia/ips/52322
nopCommerce.Store.Name.Stored.XSS,/encyclopedia/ips/52314
XWiki.moveStep1.vm.XSS,/encyclopedia/ips/52298
Advantech.R-SeeNet.out.php.Directory.Traversal,/encyclopedia/ips/52288
Flexera.FlexNet.Publisher.License.Server.Privilege.Elevation,/encyclopedia/ips/52259
WordPress.WPvivid.Backup.Plugin.file_name.Path.Traversal,/encyclopedia/ips/52246
Apache.JSPWiki.UserPreferences.jsp.CSRF,/encyclopedia/ips/52242
WordPress.Ketchup.Restaurant.Reservations.Plugin.Data.XSS,/encyclopedia/ips/52239
WSO2.Management.Console.login.jsp.Reflected.XSS,/encyclopedia/ips/52203
Apache.JSPWiki.WeblogPlugin.Stored.XSS,/encyclopedia/ips/52198
Cisco.RV340.Devices.CVE-2020-3453.Stack.Buffer.Overflow,/encyclopedia/ips/52197
ConnMan.gdhcp.Information.Disclosure,/encyclopedia/ips/52190
Mozilla.Firefox.CVE-2020-12405.Memory.Corruption,/encyclopedia/ips/52193
PostgreSQL.SQL.Query.CVE-2021-20229.Information.Disclosure,/encyclopedia/ips/52188
SolarWinds.Orion.NPM.CVE-2020-27870.Information.Disclosure,/encyclopedia/ips/52194
MuPDF.CVE-2021-3407.Memory.Corruption,/encyclopedia/ips/52186
WSO2.Enterprise.Integrator.validateconnection.Reflected.XSS,/encyclopedia/ips/52173
MS.Windows.GDI.EMR_SETPIXELV.Handling.Information.Disclosure,/encyclopedia/ips/52168
Apache.JSPWiki.AJAXPreview.jsp.Reflected.XSS,/encyclopedia/ips/52153
DNSteal.Data.Exfiltration,/encyclopedia/ips/52155
NETGEAR.WNAP210v2.CVE-2022-41753.XSS,/encyclopedia/ips/52161
NETGEAR.WNAP210v2.CVE-2022-41755.CSRF,/encyclopedia/ips/52162
NETGEAR.WNAP210v2.Multiple.XSS,/encyclopedia/ips/52160
jQuery-UI.Datepicker.altField.XSS,/encyclopedia/ips/52154
Apache.Tomcat.Form.Authentication.Example.XSS,/encyclopedia/ips/52150
SolarWinds.Orion.API.CustomizeView.ASPX.XSS,/encyclopedia/ips/52111
Antak.Web.Shell,/encyclopedia/ips/52140
Jenkins.Plot.Plugin.Stored.XSS,/encyclopedia/ips/52142
Adobe.Commerce.Open.Source.Shipping.Policy.XSS,/encyclopedia/ips/52129
Apache.JSPWiki.XHRHtml2Markup.jsp.Reflected.XSS,/encyclopedia/ips/52127
Google.Chrome.V8.TypedArray.Handling.Out-of-Bounds.Read,/encyclopedia/ips/52137
MISP.Galaxy.Cluster.Relationships.Stored.XSS,/encyclopedia/ips/52052
MS.Windows.CVE-2021-34444.DNS.Server.DoS,/encyclopedia/ips/52100
OpenEMR.fee_sheet_options_ajax.php.Reflected.XSS,/encyclopedia/ips/52117
EyesOfNetwork.add_modify_user.php.user_name.XSS,/encyclopedia/ips/52079
MS.Windows.Camera.Codec.WindowsCodecsRaw.Information.Disclosure,/encyclopedia/ips/52085
WWBN.AVideo.image403.XSS,/encyclopedia/ips/52092
WordPress.Plugin.Image.Hover.Effects.Ultimate.ImageInfo.XSS,/encyclopedia/ips/52078
FFmpeg.m3u8.File.EXTINF.Duration.Use.After.Free,/encyclopedia/ips/52058
WordPress.Plugin.Visual.Composer.Website.Builder.TextEditor.XSS,/encyclopedia/ips/52074
Atlassian.Jira.Server.and.Data.Center.planUrl.Reflected.XSS,/encyclopedia/ips/52050
Adobe.InDesign.CVE-2022-28854.Memory.Leak,/encyclopedia/ips/52037
Adobe.InDesign.CVE-2022-28855.Memory.Leak,/encyclopedia/ips/52036
Adobe.InDesign.CVE-2022-28856.Memory.Leak,/encyclopedia/ips/52035
Adobe.InDesign.CVE-2022-28857.Memory.Leak,/encyclopedia/ips/52034
Adobe.InDesign.CVE-2022-30671.Memory.Leak,/encyclopedia/ips/52033
Adobe.InDesign.CVE-2022-30672.Memory.Leak,/encyclopedia/ips/52032
Adobe.InDesign.CVE-2022-30673.Memory.Leak,/encyclopedia/ips/52030
Adobe.InDesign.CVE-2022-30674.Memory.Leak,/encyclopedia/ips/52027
Adobe.InDesign.CVE-2022-30675.Memory.Leak,/encyclopedia/ips/52029
Adobe.InDesign.CVE-2022-30676.Memory.Leak,/encyclopedia/ips/52028
MISP.API.galaxy.cluster.Stored.XSS,/encyclopedia/ips/52021
WordPress.Plugin.Beaver.Builder.Image.Caption.XSS,/encyclopedia/ips/52015
WordPress.Plugin.Beaver.Builder.TextEditor.ImgTag.XSS,/encyclopedia/ips/52016
WordPress.Plugin.Beaver.Builder.TextEditor.RawText.XSS,/encyclopedia/ips/52017
WordPress.Plugin.Beaver.Builder.TextEditor.URL.XSS,/encyclopedia/ips/52018
